customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C02629,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,86.62,1908.16,No
C02630,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.5,2619.49,Yes
C02631,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.2,1332.52,No
C02632,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.61,7564.62,No
C02633,Female,0,No,No,20,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.61,1744.0,Yes
C02634,Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.2,2958.25,No
C02635,Male,0,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),94.04,3681.52,No
C02636,Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.32,3411.9,Yes
C02637,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.1,677.72,No
C02638,Female,1,No,Yes,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.11,1589.3,Yes
C02639,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.34,1034.97,No
C02640,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,78.83,1408.25,Yes
C02641,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.18,6343.23,No
C02642,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.1,7495.94,No
C02643,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.31,3292.06,No
C02644,Male,0,No,No,38,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.07,2980.06,No
C02645,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),108.63,6840.36,No
C02646,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,6488.76,No
C02647,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,110.13,3320.7,No
C02648,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.34,6283.89,No
C02649,Female,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,96.1,1819.94,No
C02650,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.28,5826.58,No
C02651,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.8,2812.54,Yes
C02652,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.98,3155.65,No
C02653,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,96.27,2116.78,Yes
C02654,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,108.63,7827.02,No
C02655,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,82.9,5374.04,No
C02656,Female,0,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,55.63,2213.75,No
C02657,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,85.34,4700.94,No
C02658,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.5,463.02,No
C02659,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,95.61,757.5,Yes
C02660,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,1264.58,Yes
C02661,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,47.08,3392.75,No
C02662,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,106.76,2357.64,Yes
C02663,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.66,5166.78,No
C02664,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.4,555.34,No
C02665,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,105.85,2876.09,Yes
C02666,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.75,2056.97,No
C02667,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,96.96,2010.89,No
C02668,Female,0,No,No,54,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,83.82,4521.08,No
C02669,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,90.6,1929.7,No
C02670,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.2,1789.75,Yes
C02671,Female,0,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),71.7,2209.06,No
C02672,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.57,2512.62,No
C02673,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.39,1621.81,Yes
C02674,Male,0,No,No,50,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.53,2515.59,No
C02675,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.21,1717.49,Yes
C02676,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.67,1767.68,No
C02677,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.48,695.68,No
C02678,Female,1,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.81,6846.14,No
C02679,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.44,654.12,Yes
C02680,Male,0,No,No,46,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.16,3643.04,No
C02681,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,111.03,432.43,No
C02682,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.21,2707.96,No
C02683,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,100.55,3419.17,No
C02684,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.76,731.83,Yes
C02685,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,67.97,615.17,No
C02686,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,98.08,3424.62,No
C02687,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.08,718.81,Yes
C02688,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.77,8421.39,No
C02689,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,108.99,2160.88,No
C02690,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,98.93,7121.2,No
C02691,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.54,3275.63,No
C02692,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),102.82,2860.83,No
C02693,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.78,1489.25,No
C02694,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.61,5903.83,No
C02695,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.54,536.31,No
C02696,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),114.96,2528.69,No
C02697,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.51,7151.16,No
C02698,Male,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.24,2583.8,No
C02699,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.5,1024.39,No
C02700,Male,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.96,974.12,No
C02701,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,110.32,1869.69,Yes
C02702,Female,0,No,Yes,24,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),79.73,1911.77,No
C02703,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.59,3077.5,No
C02704,Female,0,No,Yes,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,81.43,1950.5,Yes
C02705,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,108.87,5427.82,No
C02706,Male,0,No,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,83.07,742.81,Yes
C02707,Female,0,No,No,45,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),65.79,2968.18,No
C02708,Male,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.89,1207.93,No
C02709,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,94.36,2545.85,Yes
C02710,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.65,597.18,No
C02711,Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),108.89,4901.24,No
C02712,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.39,457.12,No
C02713,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.5,2465.82,No
C02714,Female,0,No,No,30,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),91.62,2743.26,No
C02715,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.5,821.99,Yes
C02716,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,63.86,1221.36,Yes
C02717,Male,0,No,Yes,22,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.78,1705.76,No
C02718,Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,108.97,7513.66,No
C02719,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.41,1543.58,Yes
C02720,Male,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),96.68,6777.64,No
C02721,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,79.41,5716.48,No
C02722,Female,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.86,2801.27,Yes
C02723,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.23,361.6,No
C02724,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.71,2137.28,No
C02725,Female,1,Yes,No,58,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,71.89,4163.57,No
C02726,Female,1,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.87,3633.68,No
C02727,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),94.77,2754.06,Yes
C02728,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.31,1420.22,No
C02729,Female,0,No,No,21,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,71.45,1508.87,Yes
C02730,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.09,829.66,Yes
C02731,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),93.11,3450.35,Yes
C02732,Female,0,Yes,Yes,62,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,78.45,4862.07,No
C02733,Female,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),45.19,2395.08,No
C02734,Male,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,94.36,2924.25,No
C02735,Male,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,102.48,6659.36,No
C02736,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,88.71,901.31,No
C02737,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.11,7358.03,No
C02738,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.4,836.7,No
C02739,Male,1,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.63,2664.75,No
C02740,Male,0,No,No,36,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,80.37,2898.58,No
C02741,Male,0,No,No,37,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,70.33,2594.96,No
C02742,Male,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),76.58,4674.84,No
C02743,Female,0,No,No,15,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.77,1226.31,Yes
C02744,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.73,4281.54,Yes
C02745,Male,0,No,Yes,50,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.26,3605.17,No
C02746,Male,0,No,No,67,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.03,4275.83,No
C02747,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),111.78,2807.66,No
C02748,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.59,1545.2,No
C02749,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.49,2860.53,No
C02750,Female,0,No,No,48,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),68.22,3279.58,No
C02751,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.99,4699.01,No
C02752,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.95,2305.23,Yes
C02753,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.4,1324.26,No
C02754,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.6,1560.03,No
C02755,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,99.75,1306.57,No
C02756,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,82.52,3385.25,No
C02757,Female,0,Yes,Yes,40,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),96.87,3864.44,No
C02758,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.52,504.71,Yes
C02759,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,97.94,4204.03,No
C02760,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),78.34,5642.69,Yes
C02761,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.87,1559.56,No
C02762,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,101.36,1327.0,Yes
C02763,Male,0,No,Yes,49,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.58,4294.19,No
C02764,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.89,1751.37,No
C02765,Male,0,Yes,No,61,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,70.89,4334.34,No
C02766,Female,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),101.2,2917.92,Yes
C02767,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),101.31,1916.78,No
C02768,Female,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.83,1064.24,No
C02769,Male,0,No,No,48,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),71.59,3413.57,No
C02770,Female,1,No,No,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,110.31,5187.05,No
C02771,Female,1,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,113.25,1008.53,Yes
C02772,Male,1,No,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,103.71,4990.45,No
C02773,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.86,1372.57,No
C02774,Female,0,No,No,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.65,2658.87,Yes
C02775,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.29,1682.98,No
C02776,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.61,1007.67,Yes
C02777,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.95,600.07,Yes
C02778,Female,1,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,44.26,391.36,Yes
C02779,Male,0,No,No,59,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,82.47,4883.64,No
C02780,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.41,1889.29,No
C02781,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.47,311.76,Yes
C02782,Female,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,98.19,2928.79,No
C02783,Female,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.38,1636.3,No
C02784,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.03,1317.61,Yes
C02785,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,49.55,3264.47,No
C02786,Male,1,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),82.63,5939.68,No
C02787,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,114.45,4118.67,No
C02788,Male,0,Yes,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,74.79,1504.63,No
C02789,Male,0,No,No,23,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),90.84,2107.38,No
C02790,Female,1,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,97.63,1162.48,Yes
C02791,Female,1,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,71.91,1647.47,Yes
C02792,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.6,788.21,Yes
C02793,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,95.61,6873.53,Yes
C02794,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.01,576.77,No
C02795,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.17,5248.6,No
C02796,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.78,638.0,No
C02797,Female,0,No,No,48,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.07,3635.8,Yes
C02798,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.66,1052.65,No
C02799,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),87.44,4798.75,No
C02800,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.26,434.37,Yes
C02801,Female,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.72,720.57,No
C02802,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.64,973.27,No
C02803,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),84.22,2692.72,Yes
C02804,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.38,2801.08,No
C02805,Male,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.79,506.38,Yes
C02806,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,101.25,908.49,Yes
C02807,Male,0,Yes,No,25,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.8,2015.51,Yes
C02808,Male,0,No,Yes,29,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),75.52,2189.5,Yes
C02809,Female,0,No,Yes,24,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.24,1552.14,No
C02810,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,105.61,625.65,Yes
C02811,Female,0,Yes,No,30,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,89.11,2679.89,No
C02812,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.19,1564.12,Yes
